,G1,G2,G3,G4,G5,G6,G7,G8,G9,G10,G11,G12,G13,G14,G15,G16,G17,G18,G19,G20,G21,G22,G23,G24,G25,G26,G27,G28,G29,G30,G31,G32,G33,G34,G35,G36,G37,G38,G39,G40,G41,G42,G43,G44,G45,G46,G47,G48,G49,G50,G51,G52,G53,G54,G55,G56,G57,G58,G59,G60,G61,G62,G63,G64,G65,G66,G67,G68,G69,G70,G71,G72,G73,G74,G75,G76,G77,G78,G79,G80,G81,G82,G83,G84,G85,G86,G87,G88,G89,G90,G91,G92,G93,G94,G95,G96,G97,G98,G99,G100
G11,0.319968799,0.239183861,0.22973505,0.245627566,0.28231932,0.279402982,0.19805356,0.267985214,0.260954776,0.196425583,1,0.275626702,0.234275789,0.273547315,0.299634374,0.334433784,0.286077345,0.25838499,0.205977911,0.314885353,0.235722692,0.232836209,0.249790123,0.252574308,0.242012813,0.247964341,0.234184753,0.245881857,0.296356631,0.215710117,0.267140443,0.238688691,0.224700662,0.230919215,0.24962589,0.272195394,0.267850012,0.245436538,0.261708531,0.199074134,0.223935244,0.216884427,0.236416957,0.270827295,0.255552612,0.218689119,0.246625899,0.244630929,0.240291779,0.222319341,0.263960906,0.213534519,0.281054265,0.221770078,0.210147652,0.220934373,0.249688362,0.240196293,0.316878116,0.253955124,0.273381091,0.243855735,0.185587426,0.259829549,0.175208457,0.205006047,0.209393752,0.220168139,0.253525232,0.19333483,0.240085319,0.271826704,0.276982105,0.316732467,0.314058669,0.272989119,0.293627915,0.241602534,0.217895999,0.26472397,0.231335555,0.241001298,0.259484694,0.204301806,0.21136459,0.324123535,0.275430827,0.249964524,0.207279946,0.334219343,0.228600107,0.262080558,0.209146336,0.262593159,0.272244859,0.231295778,0.229564318,0.24765925,0.224189398,0.267129415
G12,0.216255023,0.193728382,0.176365515,0.23760589,0.237298088,0.290322375,0.226497975,0.219993573,0.259072816,0.29493174,0.275626702,1,0.170268966,0.281145564,0.280516531,0.189631776,0.209913298,0.19407943,0.213893478,0.236615331,0.21413769,0.251711531,0.220536406,0.227610135,0.260696557,0.236632619,0.207871775,0.203865451,0.204615935,0.202284266,0.235245387,0.19407848,0.221502859,0.220196303,0.222548442,0.19424192,0.226378937,0.244866641,0.214287295,0.235901826,0.216211684,0.241811921,0.258708627,0.289988203,0.210761242,0.25889578,0.218613418,0.215025851,0.269176055,0.275060686,0.20774994,0.201590024,0.32596987,0.243864575,0.209593067,0.242308057,0.308439783,0.234331857,0.331928405,0.267792972,0.257866126,0.227517244,0.200470933,0.214733543,0.200654085,0.194079637,0.246001349,0.220571625,0.243613369,0.204270401,0.211431747,0.197295862,0.183451942,0.207205482,0.221142006,0.234659568,0.201262319,0.206521311,0.207279106,0.208047527,0.21311039,0.235516415,0.257234248,0.190662592,0.250333304,0.300773065,0.262352924,0.27334425,0.201446519,0.225723878,0.209769171,0.299595418,0.224678994,0.230811659,0.272050056,0.198854688,0.20127493,0.196434282,0.277548094,0.229688461
G13,0.256741363,0.182048478,0.181049425,0.207746981,0.17242157,0.193726652,0.232236742,0.216856243,0.254345969,0.198664371,0.234275789,0.170268966,1,0.219899474,0.203392248,0.223926463,0.273978418,0.226654965,0.248758455,0.192339529,0.215903776,0.200466895,0.212855829,0.172351969,0.221711944,0.254284439,0.167621294,0.255679527,0.209798597,0.205445714,0.236470691,0.160099668,0.226299386,0.20072619,0.210047452,0.212085151,0.225328492,0.20850544,0.201884761,0.221567126,0.208668789,0.229521918,0.26676125,0.209401212,0.194455898,0.223017921,0.245319001,0.203149689,0.233792667,0.245937662,0.207270623,0.210325005,0.210598568,0.189575722,0.215737023,0.207068842,0.211882873,0.210226842,0.246142431,0.219521214,0.21417063,0.20432293,0.194903484,0.243472569,0.204114789,0.225850719,0.197823888,0.241148637,0.221031286,0.219023995,0.228106369,0.202205373,0.216647983,0.200025165,0.238385869,0.207703432,0.230527908,0.192210236,0.205037701,0.215865219,0.252329015,0.23773947,0.192905124,0.221611178,0.245334156,0.22298598,0.326167225,0.227180312,0.237346695,0.224791702,0.220241642,0.198552081,0.218525884,0.217588705,0.224727346,0.22932792,0.190332729,0.244110143,0.206988712,0.23412995
G14,0.285562718,0.248824307,0.239370763,0.232046196,0.274367534,0.356119054,0.224657993,0.210564537,0.202597853,0.390051933,0.273547315,0.281145564,0.219899474,1,0.262460697,0.266226367,0.32324548,0.236658192,0.235622056,0.236996509,0.208462457,0.196310809,0.247773271,0.220500356,0.252242306,0.222608394,0.229269936,0.282615877,0.258981279,0.216008881,0.232098889,0.176058739,0.230153879,0.192666384,0.181114614,0.321434414,0.267769059,0.258659897,0.206344688,0.227205396,0.272173916,0.201464238,0.351622402,0.285394884,0.237663892,0.247678893,0.229746535,0.299345463,0.240611035,0.224869871,0.265034898,0.218424846,0.241298722,0.235149151,0.217508987,0.362457894,0.25080999,0.230179745,0.215738202,0.296782446,0.244911411,0.309516175,0.202140287,0.259271603,0.249513435,0.276991085,0.207742845,0.233287766,0.308438519,0.263318131,0.246845392,0.229368076,0.203480487,0.245292259,0.304608673,0.248278824,0.19421725,0.182828928,0.230427353,0.209094447,0.266375724,0.269049455,0.199698003,0.257361191,0.219058632,0.29859772,0.237274341,0.266322097,0.279030149,0.199011229,0.29267111,0.23176597,0.234537459,0.222970601,0.268782928,0.206622006,0.208289259,0.221558644,0.222578456,0.255713078
G15,0.243345727,0.221986196,0.201732206,0.219424704,0.292936772,0.237007721,0.196557608,0.241987106,0.337163466,0.251756437,0.299634374,0.280516531,0.203392248,0.262460697,1,0.316154626,0.335195312,0.211162275,0.24202333,0.237663946,0.205039068,0.210353324,0.209062193,0.254236243,0.24921246,0.217552259,0.26542334,0.240554668,0.225909352,0.219646955,0.238134768,0.269159942,0.229510453,0.200191708,0.239458441,0.229487383,0.222194313,0.206619646,0.21098615,0.203123714,0.282370482,0.223800328,0.240258734,0.217416827,0.237208819,0.201303645,0.230914736,0.184399764,0.25300717,0.248618242,0.25604827,0.234786832,0.303814271,0.244498928,0.228340108,0.226594627,0.204456141,0.305666835,0.276763477,0.227445008,0.195094339,0.194641717,0.229055915,0.253739546,0.249915105,0.207084539,0.195697868,0.216191272,0.23308049,0.209400416,0.208346187,0.228861977,0.235979121,0.225429958,0.247464385,0.231317991,0.211035259,0.217433691,0.355830697,0.251537222,0.280165353,0.211599378,0.224453893,0.225781053,0.280825705,0.281858064,0.251589975,0.249001074,0.212554626,0.228465283,0.233049019,0.241337125,0.247221804,0.29599107,0.202204162,0.230058091,0.186534094,0.270888994,0.231139543,0.23494317
G16,0.327466899,0.235714652,0.263397013,0.236056586,0.356026175,0.285932187,0.256930354,0.324102452,0.400005631,0.28150941,0.334433784,0.189631776,0.223926463,0.266226367,0.316154626,1,0.373967066,0.363774194,0.247702594,0.321295734,0.220019056,0.491901664,0.2899232,0.295621782,0.246202629,0.237787811,0.218387086,0.318859726,0.362664995,0.228061885,0.259304952,0.263380697,0.225038427,0.236813287,0.221086965,0.502726359,0.52463676,0.226606016,0.2871067,0.230194014,0.30664336,0.300865408,0.249011305,0.23987478,0.277699688,0.483175667,0.429918196,0.365690358,0.399575976,0.334124232,0.412371079,0.384972892,0.483571751,0.218856334,0.210361356,0.353744428,0.509232695,0.448691428,0.348016631,0.237879707,0.28719491,0.209830972,0.237827079,0.237867616,0.246072462,0.332147697,0.228448481,0.208092424,0.323910618,0.221232657,0.238693636,0.347892413,0.280374452,0.285079185,0.366881408,0.268697217,0.255886503,0.227723233,0.212104401,0.21512291,0.228295801,0.259393628,0.256715105,0.251387921,0.226450733,0.261379238,0.257264063,0.223849381,0.320669926,0.263789964,0.240836452,0.22891426,0.236162933,0.199844317,0.256228145,0.219741498,0.164336492,0.260980079,0.257943877,0.20150298
G17,0.237380022,0.241491457,0.283358364,0.273122562,0.287333069,0.313873442,0.214262313,0.227291152,0.295796116,0.279784557,0.286077345,0.209913298,0.273978418,0.32324548,0.335195312,0.373967066,1,0.260682339,0.232810593,0.224099937,0.200350164,0.224686128,0.216975195,0.226617746,0.241625799,0.217546708,0.25643272,0.200203397,0.224480822,0.24255718,0.270874425,0.228583628,0.242874355,0.207655102,0.202101859,0.321300537,0.260174778,0.276564005,0.257870788,0.202639578,0.236025108,0.192742802,0.223586981,0.277484128,0.223983257,0.194453347,0.241443425,0.224405344,0.274591567,0.269945103,0.230815762,0.208552666,0.256376386,0.278900514,0.231991979,0.277760228,0.242028763,0.252935469,0.216154761,0.221054677,0.211347345,0.243915457,0.22004381,0.203485754,0.23726167,0.253920761,0.216950232,0.215127538,0.20682472,0.257739489,0.21756651,0.221248738,0.220794028,0.221023431,0.288228075,0.205339317,0.206754406,0.221243314,0.257642445,0.223595287,0.26208098,0.213701297,0.260417704,0.215428081,0.238965381,0.301371612,0.266865117,0.240322733,0.212502688,0.281912123,0.272156478,0.281369836,0.218890214,0.210921176,0.231566058,0.19928541,0.226830654,0.187527072,0.279238342,0.240309194
G18,0.213770175,0.217342599,0.225656254,0.21307244,0.213089018,0.216143978,0.250307343,0.284241704,0.263218218,0.2709959,0.25838499,0.19407943,0.226654965,0.236658192,0.211162275,0.363774194,0.260682339,1,0.241391445,0.20184215,0.208161241,0.457747248,0.269983213,0.270277518,0.230140544,0.29601297,0.234034153,0.363342777,0.245929032,0.270830279,0.201138407,0.207761548,0.217859812,0.216879591,0.200707579,0.239346302,0.333747675,0.201741691,0.179364169,0.203017692,0.226757681,0.243507244,0.23130053,0.220907058,0.250022487,0.364320695,0.387952991,0.428172046,0.320850576,0.319872342,0.33023745,0.485419107,0.402551225,0.244271646,0.247336162,0.403703443,0.424365267,0.348384704,0.301023729,0.355923917,0.196102545,0.241465861,0.283197604,0.220270866,0.229539184,0.256555831,0.20112124,0.254025828,0.278215464,0.27202694,0.233100695,0.260982277,0.245849203,0.281430371,0.224557286,0.267723239,0.241346627,0.233519636,0.228227103,0.216551202,0.234717275,0.234091143,0.217571272,0.252130005,0.19756662,0.221140185,0.210193341,0.247554815,0.218545341,0.247156222,0.221562817,0.210679996,0.251011791,0.20637884,0.210564899,0.205128151,0.18225031,0.206597579,0.22566868,0.206791327
G19,0.258473242,0.255527561,0.232314863,0.235295999,0.208251456,0.223042604,0.190346191,0.213925425,0.289723269,0.303996829,0.205977911,0.213893478,0.248758455,0.235622056,0.24202333,0.247702594,0.232810593,0.241391445,1,0.242045693,0.242146766,0.230943003,0.28015384,0.206431744,0.219326239,0.264232199,0.185274871,0.289783135,0.303658998,0.206222574,0.276279471,0.178421218,0.220592936,0.198771526,0.216415621,0.238618194,0.250879545,0.258041103,0.208197972,0.203767959,0.262545822,0.199173511,0.315333774,0.266198789,0.250882121,0.22632671,0.274412218,0.27103918,0.292430271,0.257315973,0.222900926,0.265481828,0.277149685,0.201271558,0.220520494,0.301849989,0.254662768,0.28567925,0.282778516,0.248139641,0.191543561,0.268433185,0.28769621,0.323900042,0.2699228,0.243456224,0.216760298,0.213859748,0.218393455,0.263127577,0.269538995,0.231208365,0.221434107,0.266192446,0.257063747,0.237503761,0.224002599,0.275956203,0.261840037,0.247687555,0.256014074,0.228140751,0.262184777,0.263092541,0.309429938,0.224240175,0.276433239,0.228671198,0.273231959,0.201281015,0.263752157,0.195476499,0.272843303,0.364690842,0.263724997,0.224513693,0.209415476,0.212865339,0.227012503,0.239172879
G20,0.216351887,0.252791735,0.193520816,0.198419219,0.262719468,0.225022733,0.213741587,0.296361838,0.231186306,0.232717571,0.314885353,0.236615331,0.192339529,0.236996509,0.237663946,0.321295734,0.224099937,0.20184215,0.242045693,1,0.252059754,0.188093619,0.252110158,0.205492512,0.280053198,0.275361331,0.271198363,0.244296411,0.238953076,0.256662592,0.265164332,0.224157799,0.205066269,0.222976203,0.2523857,0.30732737,0.258122842,0.227414655,0.254474041,0.213666718,0.22785992,0.237647526,0.265192638,0.273321527,0.239535156,0.236690644,0.206670973,0.246738434,0.220584853,0.182298192,0.264467202,0.24380727,0.256787493,0.222278052,0.323185885,0.262181605,0.315593775,0.246449156,0.310300402,0.264174189,0.233460902,0.225416693,0.254092231,0.229319374,0.242635356,0.273007603,0.231245363,0.192795878,0.209502367,0.239474152,0.208239664,0.226644813,0.190173927,0.252269131,0.247182487,0.254809787,0.23821411,0.229636883,0.258261907,0.264671364,0.223239588,0.210620838,0.248314561,0.221258613,0.279712865,0.319089393,0.274056004,0.253444071,0.22559312,0.256654414,0.250507073,0.227300332,0.208296134,0.276343756,0.259301064,0.234867703,0.173597369,0.24726914,0.253030892,0.223406189
G21,0.285269183,0.191658733,0.215835065,0.239154694,0.239426493,0.260139219,0.170393042,0.250062664,0.232864913,0.256473238,0.235722692,0.21413769,0.215903776,0.208462457,0.205039068,0.220019056,0.200350164,0.208161241,0.242146766,0.252059754,1,0.188862978,0.221572104,0.206417175,0.23749619,0.333866891,0.287457968,0.252854905,0.208795219,0.346117617,0.230622186,0.237352373,0.253546892,0.251993774,0.229358246,0.333130153,0.256886921,0.194347463,0.263276564,0.241324867,0.256408347,0.307689446,0.281836727,0.213000227,0.188887405,0.221342196,0.217096694,0.224199374,0.230316979,0.225564962,0.243290023,0.223826364,0.211056762,0.265098264,0.275415891,0.226395396,0.197298081,0.219663591,0.199810942,0.342395766,0.262133415,0.313618999,0.185926087,0.211135707,0.297694116,0.280234924,0.208556064,0.279860279,0.265365335,0.313941652,0.285640252,0.213649836,0.207923937,0.219946043,0.339676411,0.254598285,0.234934444,0.21074992,0.22933424,0.246265674,0.257781744,0.251092421,0.221045409,0.279801861,0.199747208,0.271262671,0.193766753,0.225627414,0.212419321,0.229381509,0.213151948,0.195829922,0.207038284,0.293892841,0.265716922,0.22632177,0.213690248,0.392533122,0.426979161,0.219733721
G22,0.31297067,0.233167015,0.24061927,0.259710862,0.202712401,0.219197583,0.217757318,0.317902591,0.284254245,0.220139452,0.232836209,0.251711531,0.200466895,0.196310809,0.210353324,0.491901664,0.224686128,0.457747248,0.230943003,0.188093619,0.188862978,1,0.295794139,0.383976498,0.217247363,0.21130284,0.232549893,0.39510771,0.28717789,0.209319639,0.198381495,0.23496508,0.293992354,0.199459104,0.210885439,0.231534097,0.385569592,0.254186746,0.208952815,0.233612839,0.275255322,0.200235589,0.184985537,0.264354616,0.265722702,0.550236227,0.555810235,0.441929118,0.521160333,0.372854009,0.41235715,0.530157089,0.63086843,0.186757896,0.217209581,0.301970433,0.631184827,0.44445576,0.345556957,0.248161653,0.277743679,0.269539216,0.206439061,0.229491007,0.2195381,0.245564529,0.184472758,0.266891817,0.265997413,0.225282753,0.272495403,0.296722799,0.2581972,0.269860028,0.242619252,0.267536917,0.263712117,0.243962136,0.245522474,0.285464003,0.208670814,0.221727214,0.23158655,0.264815253,0.214417059,0.24710226,0.270519323,0.236533876,0.311397734,0.261565331,0.266793907,0.212057359,0.225083745,0.190260808,0.205144398,0.230273395,0.181135741,0.252503703,0.233610174,0.193465693
